Id,SalePrice
1461,124515.41125663326
1462,155922.07941167202
1463,176148.15236503095
1464,192962.61247714507
1465,194772.313937429
1466,175793.70477454155
1467,178827.2884502614
1468,165549.9355812624
1469,186874.51613335984
1470,120207.2570733302
1471,172970.84219676556
1472,98451.22262629836
1473,101053.65523190534
1474,150311.99566956022
1475,123718.66449270333
1476,393542.23745147156
1477,249819.6588220158
1478,286822.61235419527
1479,261419.95248253943
1480,496403.10834418563
1481,341155.19876139343
1482,206470.06235556633
1483,170142.90940620465
1484,165844.50277953318
1485,173929.5576276532
1486,198721.1901289692
1487,329981.4486861989
1488,240392.85600593183
1489,187726.79813100345
1490,210115.2179629244
1491,189398.67417537735
1492,98877.26521113765
1493,165626.93776275896
1494,291040.66211917455
1495,318221.1104284065
1496,235909.55378442476
1497,192898.15639396137
1498,157716.94005234295
1499,159108.89487223938
1500,146392.76162898564
1501,184993.69100140495
1502,160924.00329565484
1503,291954.4780408405
1504,246580.19309374125
1505,230641.15036948046
1506,190281.76498530674
1507,238529.29648040666
1508,197891.4274695249
1509,161027.92525625194
1510,148131.95328767286
1511,142428.86093558435
1512,164610.26410925837
1513,143321.48105399468
1514,177747.0034642016
1515,173310.05326249287
1516,146982.71429461046
1517,157250.70513962087
1518,134735.4726195859
1519,196590.2382010196
1520,133124.42839895532
1521,131026.58511634999
1522,165857.75943761342
1523,113337.09461370832
1524,123238.52987331508
1525,124059.04745018946
1526,126366.83534710243
1527,110306.13100048568
1528,143002.0163713006
1529,143871.71152680638
1530,170007.3675268118
1531,112058.65494031315
1532,99794.88268477998
1533,142329.69331669135
1534,120004.07091471775
1535,143909.4573321811
1536,110666.465160058
1537,65433.253468095165
1538,176071.4470400504
1539,196717.97707895792
1540,91093.31731998739
1541,139875.76026568285
1542,138813.17117698156
1543,217882.49894838157
1544,81778.04421799455
1545,121874.75531772635
1546,126955.23683261892
1547,131956.03782478647
1548,135587.74625080725
1549,113355.97938901788
1550,134707.50236755272
1551,118868.64682601282
1552,129410.40171974424
1553,132361.91196098487
1554,117733.08611920387
1555,185538.02144052484
1556,93427.10840477854
1557,118197.13359710922
1558,100426.86906428631
1559,104007.6172234839
1560,134438.24407366314
1561,141038.74914993014
1562,130687.35752153904
1563,124999.42351230253
1564,153992.1434177721
1565,143927.35283535073
1566,221851.9048459866
1567,74427.38319414995
1568,218321.93268653654
1569,124006.92882631098
1570,134589.08785964368
1571,109317.75085787487
1572,143386.40396576
1573,216096.8360942634
1574,102618.82639902683
1575,210971.58503286066
1576,229409.4774571031
1577,177134.35475954058
1578,153816.78782656594
1579,139152.91180302086
1580,189786.6065208647
1581,149813.34998867637
1582,131954.62746524808
1583,319766.68919498025
1584,226702.69912488834
1585,144453.77543341095
1586,59320.0186479646
1587,103422.31697237393
1588,135938.1993306747
1589,93310.95543915592
1590,131836.24221405084
1591,98763.82233447963
1592,135621.04028144982
1593,125473.83508760208
1594,141063.277777625
1595,102112.54980163097
1596,253150.0607704701
1597,185540.77386963204
1598,188026.0382325165
1599,161120.75482696036
1600,157271.70831355706
1601,60069.39964021984
1602,108987.92676922304
1603,87086.2313605837
1604,284658.6076994362
1605,235828.04392541043
1606,176872.8131950565
1607,173552.29680822077
1608,206065.7563795806
1609,188286.67731531704
1610,142758.8719150952
1611,136120.63955267513
1612,158372.86476817032
1613,158631.27373062982
1614,118898.18695519787
1615,86226.6108928654
1616,71652.47674271984
1617,92463.58806188758
1618,123515.46360717384
1619,131943.7327355588
1620,152822.64518595496
1621,131099.77972146476
1622,144419.1778768663
1623,282373.33647107246
1624,205375.313328702
1625,124219.8021070134
1626,159832.27468024503
1627,185696.74417194823
1628,257054.03708216123
1629,182463.14068482234
1630,373373.0129862197
1631,216771.19379274594
1632,252610.02187652185
1633,165211.39714994395
1634,184957.7959290947
1635,178401.9243250434
1636,161154.2446009865
1637,187077.09858947215
1638,211641.5545703727
1639,190415.63902944085
1640,254074.56693905097
1641,180570.94385269468
1642,229115.42971163848
1643,236298.8981669075
1644,237109.09216681586
1645,173822.3020295784
1646,165026.45285878947
1647,158039.13665055946
1648,132200.92722420805
1649,137232.10205585547
1650,119686.46219398976
1651,118226.09761867774
1652,101271.9183198951
1653,97740.49606524633
1654,147254.28527277877
1655,151581.65581671213
1656,147910.5916383694
1657,148232.25557600518
1658,146950.8119977112
1659,139656.97220784996
1660,148491.11113078432
1661,526895.1595544715
1662,462003.33996630466
1663,394155.17418197455
1664,525171.9462733293
1665,314765.9805424858
1666,313636.87283085386
1667,373244.7765992342
1668,348722.7994322205
1669,304070.3922991584
1670,371864.9788015974
1671,271393.1434822308
1672,501916.8768523853
1673,292897.7403839477
1674,251604.4051945803
1675,185952.5217679269
1676,195526.7546476539
1677,216001.1297673807
1678,505007.2256976204
1679,392015.4471859035
1680,389482.58280835475
1681,254376.63654899012
1682,306176.4602643682
1683,184790.94611204515
1684,176379.0554892105
1685,172422.79972485173
1686,168742.84886636722
1687,166058.34940824754
1688,192091.00676865544
1689,190607.32381341356
1690,190492.65926715574
1691,178053.48802489863
1692,255312.60974450002
1693,166982.8595070529
1694,185256.70794060396
1695,169339.2278394194
1696,254081.5659492311
1697,176789.65616359614
1698,367297.21015848557
1699,332552.2738342266
1700,255782.99585215162
1701,274294.88313846505
1702,253374.82433818842
1703,269600.4728360685
1704,290179.48933853186
1705,233234.87684714104
1706,423843.8076162579
1707,211280.43526367852
1708,200293.3358854859
1709,283683.3923526604
1710,218411.33719411978
1711,257378.79827372706
1712,266441.2902296596
1713,253702.7625734705
1714,227144.50203949082
1715,196978.25727863034
1716,175238.27075039022
1717,168155.64545023345
1718,141924.22560945104
1719,193282.72186578164
1720,234092.36312240586
1721,165205.3298425205
1722,132405.14924440577
1723,160424.3519175641
1724,209574.1456764072
1725,224162.8693033219
1726,184325.91338611356
1727,165665.27982953732
1728,185427.83899513845
1729,163269.60949314808
1730,166175.22290584064
1731,121749.32149866523
1732,135277.9800849635
1733,117802.54667870604
1734,128112.59068941536
1735,134849.6285645488
1736,122010.83731957834
1737,357604.22536346037
1738,227060.3818805394
1739,243746.2672930148
1740,234292.0237968026
1741,204085.44493810655
1742,176899.4366085113
1743,180667.44763059728
1744,304089.2935803975
1745,227663.29046099295
1746,214497.66306467843
1747,233947.48792055048
1748,230406.0348265852
1749,167013.673225248
1750,148795.50991278185
1751,254169.25619432158
1752,123194.2042252218
1753,135943.176520322
1754,208830.2091391228
1755,168532.65497142792
1756,124389.56040559102
1757,119033.49248345394
1758,142164.53356507074
1759,159539.59145534295
1760,163115.85918860338
1761,157251.98609810957
1762,162138.81252513963
1763,156696.78685830257
1764,122917.67354157918
1765,157623.03581383225
1766,165530.01001076493
1767,201948.37300000925
1768,141762.76185323647
1769,176362.16731371375
1770,146750.6911394809
1771,136745.54042149094
1772,146920.481381439
1773,133405.84513751903
1774,135731.07425588992
1775,139090.8718828091
1776,115131.24358465518
1777,117283.65518220254
1778,135174.16673914122
1779,121726.58008232199
1780,183451.27875192356
1781,127447.7617234598
1782,68279.38493674509
1783,135476.11852986756
1784,99977.67596078987
1785,107446.94813972902
1786,134122.83490001547
1787,157811.36864284848
1788,54929.949599112464
1789,84630.13999356714
1790,70728.89796992349
1791,182396.37175625376
1792,150710.8954931394
